doi,doi_url,repository_url,is_open_access,authors_count,authors_affiliation_count,authors_familyname_count,authors_givennames_count,authors_gnd_count,authors_name_count,authors_orcid_count,has_funding_info,has_journal,keywords_freetext_count,keywords_controlled_vocabularies_count,has_language,has_license,license_name,has_conference_acronym,has_conference_dates,has_conference_place,has_conference_session,has_conference_session_part,has_conference_title,has_conference_website,has_publication_date,publication_date,references_no_identifiers_count,references_with_identifiers_count,has_title,has_version,files
10.6084/m9.figshare.9896633.v2,https://doi.org/10.6084/m9.figshare.9896633.v2,https://figshare.com/articles/poster/ECTH_2019_Poster_VTE_OHP_Maria_Farm/9896633,True,1,-1,-1,-1,-1,1,0,False,,7,-1,,True,CC BY 4.0,,,,,,,,True,2019-09-24T14:09:30Z,-1,0,True,True,ECTH2019 Poster VTE OHP.pdf
10.6084/m9.figshare.6972611.v2,https://doi.org/10.6084/m9.figshare.6972611.v2,https://figshare.com/articles/poster/Untitled_Item/6972611,True,1,-1,-1,-1,-1,1,0,False,,3,-1,,True,CC BY 4.0,,,,,,,,True,2018-08-15T20:57:12Z,-1,0,True,True,izmir post print version.pdf
10.6084/m9.figshare.13231790.v3,https://doi.org/10.6084/m9.figshare.13231790.v3,https://figshare.com/articles/poster/Untitled_Item/13231790,True,1,-1,-1,-1,-1,1,0,False,,4,-1,,True,CC BY 4.0,,,,,,,,True,2020-11-12T19:04:54Z,-1,0,True,True,OmuraYSF_2020.mp4
10.6084/m9.figshare.19205256.v1,https://doi.org/10.6084/m9.figshare.19205256.v1,https://figshare.com/articles/poster/2020_Operation_Method_of_Automatic_Baiting_Longline_ABLL_/19205256,True,3,-1,-1,-1,-1,3,0,True,,7,-1,,True,CC BY 4.0,,,,,,,,True,2022-02-22T01:40:34Z,-1,0,True,True,2020 Automatic Baiting Longline.pdf
10.6084/m9.figshare.10010084.v1,https://doi.org/10.6084/m9.figshare.10010084.v1,https://figshare.com/articles/poster/Final_de_semestre_e_sa_de_mental_percep_o_da_ansiedade_na_comunidade_da_UNESP_IB_CLP_/10010084,True,1,-1,-1,-1,-1,1,0,False,,4,-1,,True,CC BY 4.0,,,,,,,,True,2019-10-21T18:58:24Z,-1,0,True,True,Modelo_poster_VIEPU_Envelopes 2019_Correção.pdf
