doi,doi_url,repository_url,is_open_access,authors_count,authors_affiliation_count,authors_familyname_count,authors_givennames_count,authors_gnd_count,authors_name_count,authors_orcid_count,has_funding_info,has_journal,keywords_freetext_count,keywords_controlled_vocabularies_count,has_language,has_license,license_name,has_conference_acronym,has_conference_dates,has_conference_place,has_conference_session,has_conference_session_part,has_conference_title,has_conference_website,has_creation_date,creation_date,has_other_dates,other_dates,references_no_identifiers_count,references_with_identifiers_count,has_title,has_version,files
10.6084/m9.figshare.4522535.v1,https://doi.org/10.6084/m9.figshare.4522535.v1,https://figshare.com/articles/poster/Enhancing_Virtual_Screening_Performance_of_Protein_Kinases_with_Molecular_Dynamics_Simulations/4522535,True,3,-1,-1,-1,-1,3,0,False,,8,-1,,True,CC BY 4.0,,,,,,,,True,2017-01-05T20:02:03Z,,NA,-1,0,True,True,Enhancing Virtual Screening Performance of Protein Kinases with Molecular Dynamics Simulations.pdf
10.6084/m9.figshare.17122289.v1,https://doi.org/10.6084/m9.figshare.17122289.v1,https://figshare.com/articles/poster/Compassionate_Approach_to_Weight_-_Poster/17122289,True,1,-1,-1,-1,-1,1,0,False,,5,-1,,True,CC BY 4.0,,,,,,,,True,2021-12-16T13:19:28Z,,NA,-1,0,True,True,Compassionate approach to weight - one page summary.pdf
10.6084/m9.figshare.762407.v1,https://doi.org/10.6084/m9.figshare.762407.v1,https://figshare.com/articles/poster/Past_collections_offer_clues_to_the_future_of_Himalayan_rhododendrons/762407,True,3,-1,-1,-1,-1,3,1,False,,7,-1,,True,CC BY 4.0,,,,,,,,True,2013-08-02T09:11:48Z,,NA,-1,0,True,True,Perth Poster Prepress.pdf
10.6084/m9.figshare.21276450.v1,https://doi.org/10.6084/m9.figshare.21276450.v1,https://figshare.com/articles/poster/New_methodology_in_bibliometrics_using_Altmetrics/21276450,True,2,-1,-1,-1,-1,2,2,False,,2,-1,,True,CC BY 4.0,,,,,,,,True,2022-10-05T10:40:47Z,,NA,-1,1,True,True,BBCGBibliometrics.pdf
10.6084/m9.figshare.5679280.v1,https://doi.org/10.6084/m9.figshare.5679280.v1,https://figshare.com/articles/poster/Breast_MRI_as_a_building_block_for_patient-specific_simulations_of_drug_effect/5679280,True,4,-1,-1,-1,-1,4,0,False,,9,-1,,True,CC BY 4.0,,,,,,,,True,2017-12-07T16:40:22Z,,NA,-1,0,True,True,poster NACP 2017.pdf
